날짜,관광지명,관광객수
2014.06,제주별빛누리공원,5698
2014.06,제주항일기념관,10853
2014.06,한라산국립공원,93486
2014.06,한림공원,0
2014.06,항몽 유적지,4500
2014.06,해녀 박물관,5985
2014.06,감귤박물관,4086
2014.06,기당미술관,641
2014.06,마라해양도립공원,25797
2014.06,박물관은살아있다,0
2014.06,산방산,47472
2014.06,서귀포도립해양공원,15933
2014.06,서귀포자연휴양림,11003
2014.06,서복전시관,1919
2014.06,성산일출봉,136592
2014.06,소리섬박물관,0
2014.06,소인국테마파크,0
2014.06,신영영화박물관,0
2014.06,아프리카박물관,0
2014.06,여미지식물원,0
2014.06,이중섭미술관,18532
2014.06,익스트림 아일랜드,0
2014.06,일출랜드,21485
2014.06,정방폭포,60579
2014.06,제주민속촌박물관,0
2014.06,제주조각공원,685
2014.06,제주추사관,5081
2014.06,중문주상절리대,85905
2014.06,천제연폭포,47085
2014.06,천지연폭포,107336
2014.06,카멜리아힐,0
2014.06,테디베어뮤지엄,18968
2014.06,퍼시픽랜드,0
2014.06,아쿠아플라넷,105148
2014.06,화락원,0
2014.07,(주)제주미니미니랜드,0
2014.07,국립제주박물관,22840
2014.07,도립미술관,9906
2014.07,만장굴관광지,60459
2014.07,목석원,0
2014.07,민속자연사박물관,17959
2014.07,비자림,52667
2014.07,산굼부리,0
2014.07,삼성혈,0
2014.07,삼양선사유적지,3043
2014.07,생각하는 정원,0
2014.07,절물자연휴양림,48927
2014.07,제주도립 김창열미술관,0
2014.07,제주돌문화공원,7330
2014.07,제주러브랜드,0
2014.07,제주목관아지,13725
2014.07,제주별빛누리공원,5569
2014.07,제주항일기념관,10318
2014.07,한라산국립공원,67778
2014.07,한림공원,0
2014.07,항몽 유적지,4371
2014.07,해녀 박물관,5946
2014.07,감귤박물관,2600
2014.07,기당미술관,995
2014.07,마라해양도립공원,21812
2014.07,박물관은살아있다,0
2014.07,산방산,32456
2014.07,서귀포도립해양공원,13599
2014.07,서귀포자연휴양림,14673
2014.07,서복전시관,1602
2014.07,성산일출봉,110571
2014.07,소리섬박물관,0
2014.07,소인국테마파크,0
2014.07,신영영화박물관,0
2014.07,아프리카박물관,0
2014.07,여미지식물원,0
2014.07,이중섭미술관,25599
2014.07,익스트림 아일랜드,0
2014.07,일출랜드,15269
2014.07,정방폭포,62299
2014.07,제주민속촌박물관,0
2014.07,제주조각공원,0
2014.07,제주추사관,5226
2014.07,중문주상절리대,78978
2014.07,천제연폭포,45658
2014.07,천지연폭포,107041
2014.07,카멜리아힐,0
2014.07,테디베어뮤지엄,0
2014.07,퍼시픽랜드,0
2014.07,아쿠아플라넷,117529
2014.07,화락원,0
2014.08,(주)제주미니미니랜드,0
2014.08,국립제주박물관,38880
2014.08,도립미술관,9611
2014.08,만장굴관광지,77413
2014.08,목석원,0
2014.08,민속자연사박물관,29037
2014.08,비자림,63977
2014.08,산굼부리,0
2014.08,삼성혈,0
2014.08,삼양선사유적지,2821
2014.08,생각하는 정원,0
2014.08,절물자연휴양림,53250
2014.08,제주도립 김창열미술관,0
2014.08,제주돌문화공원,29295
2014.08,제주러브랜드,0
2014.08,제주목관아지,9231
2014.08,제주별빛누리공원,7722
2014.08,제주항일기념관,11358
2014.08,한라산국립공원,77866
2014.08,한림공원,0
2014.08,항몽 유적지,5248
2014.08,해녀 박물관,7361
2014.08,감귤박물관,3879
2014.08,기당미술관,663
2014.08,마라해양도립공원,29301
2014.08,박물관은살아있다,0
2014.08,산방산,32305
2014.08,서귀포도립해양공원,16112
2014.08,서귀포자연휴양림,15657
2014.08,서복전시관,1757
2014.08,성산일출봉,127533
2014.08,소리섬박물관,0
2014.08,소인국테마파크,0
2014.08,신영영화박물관,0
2014.08,아프리카박물관,0
2014.08,여미지식물원,0
2014.08,이중섭미술관,28967
2014.08,익스트림 아일랜드,0
2014.08,일출랜드,20695
2014.08,정방폭포,79005
2014.08,제주민속촌박물관,0
2014.08,제주조각공원,0
2014.08,제주추사관,6229
2014.08,중문주상절리대,109614
2014.08,천제연폭포,66249
2014.08,천지연폭포,153284
2014.08,카멜리아힐,0
2014.08,테디베어뮤지엄,0
2014.08,퍼시픽랜드,0
2014.08,아쿠아플라넷,148844
2014.08,화락원,0
2014.09,(주)제주미니미니랜드,0
2014.09,국립제주박물관,22004
2014.09,도립미술관,6186
2014.09,만장굴관광지,52491
2014.09,목석원,0
2014.09,민속자연사박물관,28103
2014.09,비자림,56753
2014.09,산굼부리,0
2014.09,삼성혈,0
2014.09,삼양선사유적지,2913
2014.09,생각하는 정원,0
2014.09,절물자연휴양림,57000
2014.09,제주도립 김창열미술관,0
2014.09,제주돌문화공원,17030
2014.09,제주러브랜드,0
2014.09,제주목관아지,10589
2014.09,제주별빛누리공원,8307
2014.09,제주항일기념관,10168
2014.09,한라산국립공원,95064
2014.09,한림공원,0
2014.09,항몽 유적지,5414
2014.09,해녀 박물관,5752
2014.09,감귤박물관,2967
2014.09,기당미술관,373
2014.09,마라해양도립공원,21262
2014.09,박물관은살아있다,0
2014.09,산방산,33279
2014.09,서귀포도립해양공원,16049
2014.09,서귀포자연휴양림,13447
2014.09,서복전시관,1287
2014.09,성산일출봉,127885
2014.09,소리섬박물관,0
2014.09,소인국테마파크,0
2014.09,신영영화박물관,0
2014.09,아프리카박물관,0
2014.09,여미지식물원,0
2014.09,이중섭미술관,17854
2014.09,익스트림 아일랜드,0
2014.09,일출랜드,25681
2014.09,정방폭포,61225
2014.09,제주민속촌박물관,0
2014.09,제주조각공원,0
2014.09,제주추사관,5833
2014.09,중문주상절리대,103659
2014.09,천제연폭포,50192
2014.09,천지연폭포,118349
2014.09,카멜리아힐,0
2014.09,테디베어뮤지엄,0
2014.09,퍼시픽랜드,0
2014.09,아쿠아플라넷,101627
2014.09,화락원,0
2014.1,(주)제주미니미니랜드,0
2014.1,국립제주박물관,43071
2014.1,도립미술관,10464
2014.1,만장굴관광지,53624
2014.1,목석원,0
2014.1,민속자연사박물관,54010
2014.1,비자림,57143
2014.1,산굼부리,0
2014.1,삼성혈,0
2014.1,삼양선사유적지,2730
2014.1,생각하는 정원,0
2014.1,절물자연휴양림,65712
2014.1,제주도립 김창열미술관,0
2014.1,제주돌문화공원,55972
2014.1,제주러브랜드,0
2014.1,제주목관아지,15327
2014.1,제주별빛누리공원,9731
2014.1,제주항일기념관,12615
2014.1,한라산국립공원,133509
2014.1,한림공원,0
2014.1,항몽 유적지,6336
2014.1,해녀 박물관,33030
2014.1,감귤박물관,4025
2014.1,기당미술관,522
2014.1,마라해양도립공원,34273
2014.1,박물관은살아있다,0
2014.1,산방산,50586
2014.1,서귀포도립해양공원,17725
2014.1,서귀포자연휴양림,42836
2014.1,서복전시관,2581
2014.1,성산일출봉,167955
2014.1,소리섬박물관,0
2014.1,소인국테마파크,0
2014.1,신영영화박물관,0
2014.1,아프리카박물관,0
2014.1,여미지식물원,0
2014.1,이중섭미술관,21365
2014.1,익스트림 아일랜드,0
2014.1,일출랜드,44947
2014.1,정방폭포,68822
2014.1,제주민속촌박물관,0
2014.1,제주조각공원,0
2014.1,제주추사관,9880
2014.1,중문주상절리대,153554
2014.1,천제연폭포,57944
2014.1,천지연폭포,142727
2014.1,카멜리아힐,0
2014.1,테디베어뮤지엄,0
2014.1,퍼시픽랜드,0
2014.1,아쿠아플라넷,105329
2014.1,화락원,0
2014.11,(주)제주미니미니랜드,0
2014.11,국립제주박물관,42865
2014.11,도립미술관,8074
2014.11,만장굴관광지,35997
2014.11,목석원,0
2014.11,민속자연사박물관,60950
2014.11,비자림,43246
2014.11,산굼부리,0
2014.11,삼성혈,0
2014.11,삼양선사유적지,2238
2014.11,생각하는 정원,0
2014.11,절물자연휴양림,43773
2014.11,제주도립 김창열미술관,0
2014.11,제주돌문화공원,30644
2014.11,제주러브랜드,0
2014.11,제주목관아지,8330
2014.11,제주별빛누리공원,6302
2014.11,제주항일기념관,11476
2014.11,한라산국립공원,105697
2014.11,한림공원,0
2014.11,항몽 유적지,3163
2014.11,해녀 박물관,5492
2014.11,감귤박물관,5301
2014.11,기당미술관,695
2014.11,마라해양도립공원,32494
2014.11,박물관은살아있다,0
2014.11,산방산,23779
2014.11,서귀포도립해양공원,15640
2014.11,서귀포자연휴양림,14256
2014.11,서복전시관,2651
2014.11,성산일출봉,117826
2014.11,소리섬박물관,0
2014.11,소인국테마파크,0
2014.11,신영영화박물관,0
2014.11,아프리카박물관,0
2014.11,여미지식물원,0
2014.11,이중섭미술관,16733
2014.11,익스트림 아일랜드,0
2014.11,일출랜드,30928
2014.11,정방폭포,51932
2014.11,제주민속촌박물관,0
2014.11,제주조각공원,0
2014.11,제주추사관,7249
2014.11,중문주상절리대,125743
2014.11,천제연폭포,42031
2014.11,천지연폭포,105575
2014.11,카멜리아힐,0
2014.11,테디베어뮤지엄,0
2014.11,퍼시픽랜드,0
2014.11,아쿠아플라넷,108029
2014.11,화락원,0
2014.12,(주)제주미니미니랜드,0
2014.12,국립제주박물관,21607
2014.12,도립미술관,6895
2014.12,만장굴관광지,35794
2014.12,목석원,0
2014.12,민속자연사박물관,45780
2014.12,비자림,26256
2014.12,산굼부리,0
2014.12,삼성혈,0
2014.12,삼양선사유적지,2209
2014.12,생각하는 정원,0
2014.12,절물자연휴양림,19198
2014.12,제주도립 김창열미술관,0
2014.12,제주돌문화공원,16453
2014.12,제주러브랜드,0
2014.12,제주목관아지,5071
2014.12,제주별빛누리공원,5264
2014.12,제주항일기념관,7190
2014.12,한라산국립공원,82064
2014.12,한림공원,0
2014.12,항몽 유적지,2058
2014.12,해녀 박물관,0
2014.12,감귤박물관,3267
2014.12,기당미술관,1661
2014.12,마라해양도립공원,19896
2014.12,박물관은살아있다,0
2014.12,산방산,9275
2014.12,서귀포도립해양공원,10063
2014.12,서귀포자연휴양림,3058
2014.12,서복전시관,1783
2014.12,성산일출봉,113774
2014.12,소리섬박물관,0
2014.12,소인국테마파크,0
2014.12,신영영화박물관,0
2014.12,아프리카박물관,0
2014.12,여미지식물원,0
2014.12,이중섭미술관,16323
2014.12,익스트림 아일랜드,0
2014.12,일출랜드,16304
2014.12,정방폭포,34249
2014.12,제주민속촌박물관,0
2014.12,제주조각공원,0
2014.12,제주추사관,6445
2014.12,중문주상절리대,94506
2014.12,천제연폭포,32125
2014.12,천지연폭포,67837
2014.12,카멜리아힐,0
2014.12,테디베어뮤지엄,0
2014.12,퍼시픽랜드,0
2014.12,아쿠아플라넷,71598
2014.12,화락원,0
2015.01,(주)제주미니미니랜드,0
2015.01,국립제주박물관,35260
2015.01,도립미술관,9522
2015.01,만장굴관광지,51849
2015.01,목석원,0
2015.01,민속자연사박물관,23298
2015.01,비자림,38412
2015.01,산굼부리,0
2015.01,삼성혈,0
2015.01,삼양선사유적지,2856
2015.01,생각하는 정원,0
2015.01,절물자연휴양림,28561
2015.01,제주도립 김창열미술관,0
2015.01,제주돌문화공원,9436
2015.01,제주러브랜드,0
2015.01,제주목관아지,5851
2015.01,제주별빛누리공원,6529
2015.01,제주항일기념관,9523
2015.01,한라산국립공원,132372
2015.01,한림공원,0
2015.01,항몽 유적지,2296
2015.01,해녀 박물관,0
2015.01,감귤박물관,6182
2015.01,기당미술관,654
2015.01,마라해양도립공원,33141
2015.01,박물관은살아있다,0
2015.01,산방산,29928
2015.01,서귀포도립해양공원,14088
2015.01,서귀포자연휴양림,4922
2015.01,서복전시관,2586
2015.01,성산일출봉,131569
2015.01,소리섬박물관,0
2015.01,소인국테마파크,0
2015.01,신영영화박물관,0
2015.01,아프리카박물관,0
2015.01,여미지식물원,0
2015.01,이중섭미술관,25374
2015.01,익스트림 아일랜드,0
2015.01,일출랜드,19382
2015.01,정방폭포,49901
2015.01,제주민속촌박물관,0
2015.01,제주조각공원,0
2015.01,제주추사관,5690
2015.01,중문주상절리대,109214
2015.01,천제연폭포,44000
2015.01,천지연폭포,96180
2015.01,카멜리아힐,0
2015.01,테디베어뮤지엄,0
2015.01,퍼시픽랜드,0
2015.01,아쿠아플라넷,91058
2015.01,화락원,0
2015.02,(주)제주미니미니랜드,0
2015.02,국립제주박물관,30870
2015.02,도립미술관,6170
2015.02,만장굴관광지,43006
2015.02,목석원,0
2015.02,민속자연사박물관,20557
2015.02,비자림,31526
2015.02,산굼부리,0
2015.02,삼성혈,0
2015.02,삼양선사유적지,2895
2015.02,생각하는 정원,0
2015.02,절물자연휴양림,22181
2015.02,제주도립 김창열미술관,0
2015.02,제주돌문화공원,7825
2015.02,제주러브랜드,0
2015.02,제주목관아지,8736
2015.02,제주별빛누리공원,5162
2015.02,제주항일기념관,8495
2015.02,한라산국립공원,83797
2015.02,한림공원,0
2015.02,항몽 유적지,1831
2015.02,해녀 박물관,0
2015.02,감귤박물관,4749
2015.02,기당미술관,569
2015.02,마라해양도립공원,28809
2015.02,박물관은살아있다,0
2015.02,산방산,37213
2015.02,서귀포도립해양공원,11030
2015.02,서귀포자연휴양림,4161
2015.02,서복전시관,2012
2015.02,성산일출봉,114212
2015.02,소리섬박물관,0
2015.02,소인국테마파크,0
2015.02,신영영화박물관,0
2015.02,아프리카박물관,0
2015.02,여미지식물원,0
2015.02,이중섭미술관,19091
2015.02,익스트림 아일랜드,0
2015.02,일출랜드,14008
2015.02,정방폭포,41244
2015.02,제주민속촌박물관,0
2015.02,제주조각공원,0
2015.02,제주추사관,4666
2015.02,중문주상절리대,91444
2015.02,천제연폭포,37674
2015.02,천지연폭포,85312
2015.02,카멜리아힐,0
2015.02,테디베어뮤지엄,0
2015.02,퍼시픽랜드,0
2015.02,아쿠아플라넷,82064
2015.02,화락원,0
2015.03,(주)제주미니미니랜드,0
2015.03,국립제주박물관,21959
2015.03,도립미술관,5078
2015.03,만장굴관광지,36225
2015.03,목석원,0
2015.03,민속자연사박물관,33556
2015.03,비자림,43271
2015.03,산굼부리,0
2015.03,삼성혈,0
2015.03,삼양선사유적지,3995
2015.03,생각하는 정원,0
2015.03,절물자연휴양림,42559
2015.03,제주도립 김창열미술관,0
2015.03,제주돌문화공원,10067
2015.03,제주러브랜드,0
2015.03,제주목관아지,8897
2015.03,제주별빛누리공원,6359
2015.03,제주항일기념관,14152
2015.03,한라산국립공원,62780
2015.03,한림공원,0
2015.03,항몽 유적지,4045
2015.03,해녀 박물관,4803
2015.03,감귤박물관,4369
2015.03,기당미술관,793
2015.03,마라해양도립공원,41343
2015.03,박물관은살아있다,0
2015.03,산방산,55261
2015.03,서귀포도립해양공원,15802
2015.03,서귀포자연휴양림,7394
2015.03,서복전시관,3087
2015.03,성산일출봉,128152
2015.03,소리섬박물관,0
2015.03,소인국테마파크,0
2015.03,신영영화박물관,0
2015.03,아프리카박물관,0
2015.03,여미지식물원,0
2015.03,이중섭미술관,14555
2015.03,익스트림 아일랜드,0
2015.03,일출랜드,31669
2015.03,정방폭포,51738
2015.03,제주민속촌박물관,0
2015.03,제주조각공원,0
2015.03,제주추사관,4719
2015.03,중문주상절리대,102450
2015.03,천제연폭포,44723
2015.03,천지연폭포,111544
2015.03,카멜리아힐,0
2015.03,테디베어뮤지엄,0
2015.03,퍼시픽랜드,0
2015.03,아쿠아플라넷,74649
2015.03,화락원,0
2015.04,(주)제주미니미니랜드,0
2015.04,국립제주박물관,32732
2015.04,도립미술관,7170
2015.04,만장굴관광지,50608
2015.04,목석원,0
2015.04,민속자연사박물관,59881
2015.04,비자림,58448
2015.04,산굼부리,0
2015.04,삼성혈,0
2015.04,삼양선사유적지,4052
2015.04,생각하는 정원,0
2015.04,절물자연휴양림,58126
2015.04,제주도립 김창열미술관,0
2015.04,제주돌문화공원,16582
2015.04,제주러브랜드,0
2015.04,제주목관아지,12881
2015.04,제주별빛누리공원,6627
2015.04,제주항일기념관,14103
2015.04,한라산국립공원,90967
2015.04,한림공원,0
2015.04,항몽 유적지,5137
2015.04,해녀 박물관,9364
2015.04,감귤박물관,6109
2015.04,기당미술관,0
2015.04,마라해양도립공원,51218
2015.04,박물관은살아있다,0
2015.04,산방산,59231
2015.04,서귀포도립해양공원,20275
2015.04,서귀포자연휴양림,10299
2015.04,서복전시관,3336
2015.04,성산일출봉,169543
2015.04,소리섬박물관,0
2015.04,소인국테마파크,0
2015.04,신영영화박물관,0
2015.04,아프리카박물관,0
2015.04,여미지식물원,0
2015.04,이중섭미술관,18740
2015.04,익스트림 아일랜드,0
2015.04,일출랜드,51711
2015.04,정방폭포,67370
2015.04,제주민속촌박물관,0
2015.04,제주조각공원,0
2015.04,제주추사관,7264
2015.04,중문주상절리대,150962
2015.04,천제연폭포,56155
2015.04,천지연폭포,152318
2015.04,카멜리아힐,0
2015.04,테디베어뮤지엄,0
2015.04,퍼시픽랜드,0
2015.04,아쿠아플라넷,106946
2015.04,화락원,0
2015.05,(주)제주미니미니랜드,0
2015.05,국립제주박물관,36713
2015.05,도립미술관,11560
2015.05,만장굴관광지,63091
2015.05,목석원,0
2015.05,민속자연사박물관,20216
2015.05,비자림,76823
2015.05,산굼부리,0
2015.05,삼성혈,0
2015.05,삼양선사유적지,3743
2015.05,생각하는 정원,0
2015.05,절물자연휴양림,73267
2015.05,제주도립 김창열미술관,0
2015.05,제주돌문화공원,38502
2015.05,제주러브랜드,0
2015.05,제주목관아지,20800
2015.05,제주별빛누리공원,12166
2015.05,제주항일기념관,13605
2015.05,한라산국립공원,129088
2015.05,한림공원,0
2015.05,항몽 유적지,9071
2015.05,해녀 박물관,8639
2015.05,감귤박물관,6451
2015.05,기당미술관,586
2015.05,마라해양도립공원,55600
2015.05,박물관은살아있다,0
2015.05,산방산,78206
2015.05,서귀포도립해양공원,20628
2015.05,서귀포자연휴양림,15787
2015.05,서복전시관,3627
2015.05,성산일출봉,206562
2015.05,소리섬박물관,0
2015.05,소인국테마파크,0
2015.05,신영영화박물관,0
2015.05,아프리카박물관,0
2015.05,여미지식물원,0
2015.05,이중섭미술관,22236
2015.05,익스트림 아일랜드,0
2015.05,일출랜드,43589
2015.05,정방폭포,94510
2015.05,제주민속촌박물관,0
2015.05,제주조각공원,0
2015.05,제주추사관,9467
2015.05,중문주상절리대,166307
2015.05,천제연폭포,69010
2015.05,천지연폭포,181615
2015.05,카멜리아힐,0
2015.05,테디베어뮤지엄,0
2015.05,퍼시픽랜드,0
2015.05,아쿠아플라넷,111214
2015.05,화락원,0
2015.06,(주)제주미니미니랜드,0
2015.06,국립제주박물관,19769
2015.06,도립미술관,6334
2015.06,만장굴관광지,47477
2015.06,목석원,0
2015.06,민속자연사박물관,17417
2015.06,비자림,56113
2015.06,산굼부리,0
2015.06,삼성혈,0
2015.06,삼양선사유적지,3253
2015.06,생각하는 정원,0
2015.06,절물자연휴양림,44480
2015.06,제주도립 김창열미술관,0
2015.06,제주돌문화공원,11249
2015.06,제주러브랜드,0
2015.06,제주목관아지,13435
2015.06,제주별빛누리공원,5064
2015.06,제주항일기념관,9003
2015.06,한라산국립공원,62395
2015.06,한림공원,0
2015.06,항몽 유적지,6602
2015.06,해녀 박물관,6341
2015.06,감귤박물관,4541
2015.06,기당미술관,545
2015.06,마라해양도립공원,28605
2015.06,박물관은살아있다,0
2015.06,산방산,35371
2015.06,서귀포도립해양공원,11895
2015.06,서귀포자연휴양림,11021
2015.06,서복전시관,2414
2015.06,성산일출봉,117040
2015.06,소리섬박물관,0
2015.06,소인국테마파크,0
2015.06,신영영화박물관,0
2015.06,아프리카박물관,0
2015.06,여미지식물원,0
2015.06,이중섭미술관,15586
2015.06,익스트림 아일랜드,0
2015.06,일출랜드,16671
2015.06,정방폭포,64893
2015.06,제주민속촌박물관,0
2015.06,제주조각공원,0
2015.06,제주추사관,4364
2015.06,중문주상절리대,86810
2015.06,천제연폭포,42437
2015.06,천지연폭포,112770
2015.06,카멜리아힐,0
2015.06,테디베어뮤지엄,0
2015.06,퍼시픽랜드,0
2015.06,아쿠아플라넷,76856
2015.06,화락원,0
2015.07,(주)제주미니미니랜드,0
2015.07,국립제주박물관,25197
2015.07,도립미술관,12370
2015.07,만장굴관광지,77626
2015.07,목석원,0
2015.07,민속자연사박물관,19543
2015.07,비자림,69400
2015.07,산굼부리,0
2015.07,삼성혈,0
2015.07,삼양선사유적지,3389
2015.07,생각하는 정원,0
2015.07,절물자연휴양림,60705
2015.07,제주도립 김창열미술관,0
2015.07,제주돌문화공원,14223
2015.07,제주러브랜드,0
2015.07,제주목관아지,16623
2015.07,제주별빛누리공원,9637
2015.07,제주항일기념관,12416
2015.07,한라산국립공원,49620
2015.07,한림공원,0
2015.07,항몽 유적지,5522
2015.07,해녀 박물관,9379
2015.07,감귤박물관,5524
2015.07,기당미술관,797
2015.07,마라해양도립공원,24714
2015.07,박물관은살아있다,0
2015.07,산방산,18578
2015.07,서귀포도립해양공원,11805
2015.07,서귀포자연휴양림,17447
2015.07,서복전시관,2537
2015.07,성산일출봉,130925
2015.07,소리섬박물관,0
2015.07,소인국테마파크,0
2015.07,신영영화박물관,0
2015.07,아프리카박물관,0
2015.07,여미지식물원,0
2015.07,이중섭미술관,27756
2015.07,익스트림 아일랜드,0
2015.07,일출랜드,13917
2015.07,정방폭포,87203
2015.07,제주민속촌박물관,0
2015.07,제주조각공원,0
2015.07,제주추사관,4995
2015.07,중문주상절리대,95081
2015.07,천제연폭포,52785
2015.07,천지연폭포,144713
2015.07,카멜리아힐,0
2015.07,테디베어뮤지엄,0
2015.07,퍼시픽랜드,0
2015.07,아쿠아플라넷,107994
2015.07,화락원,0
2015.08,(주)제주미니미니랜드,0
2015.08,국립제주박물관,40955
2015.08,도립미술관,10666
2015.08,만장굴관광지,115419
2015.08,목석원,0
2015.08,민속자연사박물관,30122
2015.08,비자림,89279
2015.08,산굼부리,0
2015.08,삼성혈,0
2015.08,삼양선사유적지,3377
2015.08,생각하는 정원,0
2015.08,절물자연휴양림,80316
2015.08,제주도립 김창열미술관,0
2015.08,제주돌문화공원,29682
2015.08,제주러브랜드,0
2015.08,제주목관아지,12707
2015.08,제주별빛누리공원,14454
2015.08,제주항일기념관,13016
2015.08,한라산국립공원,66798
2015.08,한림공원,0
2015.08,항몽 유적지,4983
2015.08,해녀 박물관,12487
2015.08,감귤박물관,6528
2015.08,기당미술관,1048
2015.08,마라해양도립공원,47092
2015.08,박물관은살아있다,0
2015.08,산방산,38845
2015.08,서귀포도립해양공원,22923
2015.08,서귀포자연휴양림,30358
2015.08,서복전시관,4126
2015.08,성산일출봉,162638
2015.08,소리섬박물관,0
2015.08,소인국테마파크,0
2015.08,신영영화박물관,0
2015.08,아프리카박물관,0
2015.08,여미지식물원,0
2015.08,이중섭미술관,31955
2015.08,익스트림 아일랜드,0
2015.08,일출랜드,22751
2015.08,정방폭포,135646
2015.08,제주민속촌박물관,0
2015.08,제주조각공원,0
2015.08,제주추사관,5816
2015.08,중문주상절리대,141984
2015.08,천제연폭포,78037
2015.08,천지연폭포,211155
2015.08,카멜리아힐,0
2015.08,테디베어뮤지엄,0
2015.08,퍼시픽랜드,0
2015.08,아쿠아플라넷,154232
2015.08,화락원,0
2015.09,(주)제주미니미니랜드,0
2015.09,국립제주박물관,43879
2015.09,도립미술관,18844
2015.09,만장굴관광지,60467
2015.09,목석원,0
2015.09,민속자연사박물관,39009
2015.09,비자림,72515
2015.09,산굼부리,0
2015.09,삼성혈,0
2015.09,삼양선사유적지,3379
2015.09,생각하는 정원,0
2015.09,절물자연휴양림,61370
2015.09,제주도립 김창열미술관,0
2015.09,제주돌문화공원,21005
2015.09,제주러브랜드,0
2015.09,제주목관아지,16600
2015.09,제주별빛누리공원,8562
2015.09,제주항일기념관,11083
2015.09,한라산국립공원,66504
2015.09,한림공원,0
2015.09,항몽 유적지,8945
2015.09,해녀 박물관,9244
2015.09,감귤박물관,5239
2015.09,기당미술관,791
2015.09,마라해양도립공원,36038
2015.09,박물관은살아있다,0
2015.09,산방산,27167
2015.09,서귀포도립해양공원,16090
2015.09,서귀포자연휴양림,21106
2015.09,서복전시관,4924
2015.09,성산일출봉,154329
2015.09,소리섬박물관,0
2015.09,소인국테마파크,0
2015.09,신영영화박물관,0
2015.09,아프리카박물관,0
2015.09,여미지식물원,0
2015.09,이중섭미술관,17550
2015.09,익스트림 아일랜드,0
2015.09,일출랜드,26481
2015.09,정방폭포,95308
2015.09,제주민속촌박물관,0
2015.09,제주조각공원,0
2015.09,제주추사관,6343
2015.09,중문주상절리대,127021
2015.09,천제연폭포,53508
2015.09,천지연폭포,146175
2015.09,카멜리아힐,0
2015.09,테디베어뮤지엄,0
2015.09,퍼시픽랜드,0
2015.09,아쿠아플라넷,105583
2015.09,화락원,0
2015.1,(주)제주미니미니랜드,0
2015.1,국립제주박물관,26612
2015.1,도립미술관,25989
2015.1,만장굴관광지,60133
2015.1,목석원,0
2015.1,민속자연사박물관,42496
2015.1,비자림,79509
2015.1,산굼부리,0
2015.1,삼성혈,0
2015.1,삼양선사유적지,4047
2015.1,생각하는 정원,0
2015.1,절물자연휴양림,81464
2015.1,제주도립 김창열미술관,0
2015.1,제주돌문화공원,39790
2015.1,제주러브랜드,0
2015.1,제주목관아지,17545
2015.1,제주별빛누리공원,10550
2015.1,제주항일기념관,10557
2015.1,한라산국립공원,129101
2015.1,한림공원,0
2015.1,항몽 유적지,6856
2015.1,해녀 박물관,44665
2015.1,감귤박물관,6494
2015.1,기당미술관,943
2015.1,마라해양도립공원,46777
2015.1,박물관은살아있다,0
2015.1,산방산,55520
2015.1,서귀포도립해양공원,23090
2015.1,서귀포자연휴양림,20845
2015.1,서복전시관,8320
2015.1,성산일출봉,202538
2015.1,소리섬박물관,0
2015.1,소인국테마파크,0
2015.1,신영영화박물관,0
2015.1,아프리카박물관,0
2015.1,여미지식물원,0
2015.1,이중섭미술관,24867
2015.1,익스트림 아일랜드,0
2015.1,일출랜드,40127
2015.1,정방폭포,111728
2015.1,제주민속촌박물관,0
2015.1,제주조각공원,0
2015.1,제주추사관,10655
2015.1,중문주상절리대,176485
2015.1,천제연폭포,58486
2015.1,천지연폭포,171653
2015.1,카멜리아힐,0
2015.1,테디베어뮤지엄,0
2015.1,퍼시픽랜드,0
2015.1,아쿠아플라넷,111829
2015.1,화락원,0
2015.11,(주)제주미니미니랜드,0
2015.11,국립제주박물관,18369
2015.11,도립미술관,20756
2015.11,만장굴관광지,45551
2015.11,목석원,0
2015.11,민속자연사박물관,34045
2015.11,비자림,57889
2015.11,산굼부리,0
2015.11,삼성혈,0
2015.11,삼양선사유적지,3263
2015.11,생각하는 정원,0
2015.11,절물자연휴양림,49324
2015.11,제주도립 김창열미술관,0
2015.11,제주돌문화공원,29214
2015.11,제주러브랜드,0
2015.11,제주목관아지,8836
2015.11,제주별빛누리공원,5826
2015.11,제주항일기념관,6961
2015.11,한라산국립공원,80692
2015.11,한림공원,0
2015.11,항몽 유적지,3561
2015.11,해녀 박물관,10556
2015.11,감귤박물관,17091
2015.11,기당미술관,1250
2015.11,마라해양도립공원,37647
2015.11,박물관은살아있다,0
2015.11,산방산,38035
2015.11,서귀포도립해양공원,15008
2015.11,서귀포자연휴양림,9727
2015.11,서복전시관,6012
2015.11,성산일출봉,134465
2015.11,소리섬박물관,0
2015.11,소인국테마파크,0
2015.11,신영영화박물관,0
2015.11,아프리카박물관,0
2015.11,여미지식물원,0
2015.11,이중섭미술관,0
2015.11,익스트림 아일랜드,0
2015.11,일출랜드,27996
2015.11,정방폭포,73108
2015.11,제주민속촌박물관,0
2015.11,제주조각공원,0
2015.11,제주추사관,6340
2015.11,중문주상절리대,116075
2015.11,천제연폭포,47419
2015.11,천지연폭포,118848
2015.11,카멜리아힐,0
2015.11,테디베어뮤지엄,0
2015.11,퍼시픽랜드,0
2015.11,아쿠아플라넷,83645
2015.11,화락원,0
2015.12,(주)제주미니미니랜드,0
2015.12,국립제주박물관,17261
2015.12,도립미술관,7741
2015.12,만장굴관광지,39386
